resume_text,job_role,education,category,education_requirement,soft_skills_user,required_soft_skills,hard_skills_user,required_hard_skills_user,matched_skills,skill_gap,match_score
"education: bachelor's in energy engineering experience: 3 years skills: building codes, electrical systems, collaboration, process design, matlab, embedded systems, target setting, technical drawing",renewable energy engineer,bachelor's in energy engineering,engineering,bachelor's in energy engineering,"['collaboration', 'target setting']","['awareness', 'analysis', 'collaboration']","['process design', 'electrical systems', 'matlab', 'embedded systems', 'building codes', 'technical drawing']","['electrical systems', 'process design', 'matlab']","['electrical systems', 'process design', 'matlab', 'collaboration']","['awareness', 'analysis']",0.73
"education: public service certification experience: 1 years skills: legal drafting, professionalism, motivation, document preparation, analytical skills, litigation, adaptability",legal officer,public service certification,law_and_public_services,bachelor's in law|diploma in legal studies,"['motivation', 'adaptability', 'professionalism', 'analytical skills']","['motivation', 'responsibility', 'precision']","['document preparation', 'litigation', 'legal drafting']","['document preparation', 'legal drafting', 'regulatory compliance']","['legal drafting', 'document preparation', 'motivation']","['precision', 'responsibility', 'regulatory compliance']",0.4
"education: bachelor's in energy engineering experience: 2 years skills: precision, cad, storytelling, planning, electrical systems, awareness, matlab, collaboration, microcontrollers",renewable energy engineer,bachelor's in energy engineering,engineering,bachelor's in energy engineering,"['collaboration', 'awareness', 'planning', 'storytelling', 'precision']","['awareness', 'analysis', 'collaboration']","['matlab', 'electrical systems', 'microcontrollers', 'cad']","['electrical systems', 'process design', 'matlab']","['electrical systems', 'awareness', 'matlab', 'collaboration']","['process design', 'analysis']",0.73
"education: bachelor's in finance experience: 1 years skills: financial analysis, professionalism, accounting, analysis, decision making, audit procedures, empathy, ethics, strategic planning, excel, copywriting",finance officer,bachelor's in finance,economy,bachelor's in finance,"['analysis', 'professionalism', 'decision making', 'strategic planning', 'ethics', 'empathy']","['professionalism', 'analysis', 'decision making']","['financial analysis', 'accounting', 'excel', 'copywriting', 'audit procedures']","['financial analysis', 'excel', 'accounting']","['professionalism', 'decision making', 'excel', 'accounting', 'financial analysis', 'analysis']",[],1.0
"education: bachelor's in mechanical engineering experience: 0 years skills: thermal systems, process design, storytelling, cad, friendlinessorganization, vehicle systems, planning, autocad, business acumen",hvac engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['planning', 'storytelling', 'friendlinessorganization', 'business acumen']","['planning', 'problem solving', 'responsibility']","['autocad', 'process design', 'thermal systems', 'vehicle systems', 'cad']","['thermal systems', 'process design', 'autocad']","['thermal systems', 'process design', 'autocad', 'planning']","['responsibility', 'problem solving']",0.73
"education: bachelor's in accounting experience: 9 years skills: friendlinessorganization, leadership, excel, budget control, campaign management, quick thinking, precision, adaptability, financial modeling",controller,bachelor's in accounting,economy,bachelor's in accounting|master's in finance,"['budget control', 'leadership', 'precision', 'adaptability', 'friendlinessorganization', 'quick thinking']","['leadership', 'budget control', 'precision']","['excel', 'financial modeling', 'campaign management']","['accounting', 'financial modeling', 'excel']","['excel', 'financial modeling', 'precision', 'leadership', 'budget control']",['accounting'],0.87
"education: diploma in multimedia design experience: 8 years skills: lighting, attention to detail, professionalism, problem solving, creativity, prototyping, web design",videographer,diploma in multimedia design,creative_design,diploma in multimedia design|creative design certification,"['attention to detail', 'professionalism', 'creativity', 'problem solving']","['problem solving', 'professionalism', 'creativity', 'storytelling']","['lighting', 'prototyping', 'web design']","['lighting', 'adobe creative suite']","['professionalism', 'creativity', 'problem solving', 'lighting']","['storytelling', 'adobe creative suite']",0.73
"education: bachelor's in marketing experience: 6 years skills: project management, market analysis, campaign management, time management, crm, storytelling",product marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['storytelling', 'time management', 'project management']","['storytelling', 'strategic planning', 'collaboration']","['campaign management', 'market analysis', 'crm']","['brand strategy', 'market analysis', 'campaign management']","['storytelling', 'campaign management', 'market analysis']","['brand strategy', 'strategic planning', 'collaboration']",0.6
"education: bachelor's in civil engineering experience: 9 years skills: structural analysis, autocad, responsibility, embedded systems, strategic planning, critical thinking, empathy",structural engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,"['responsibility', 'critical thinking', 'empathy', 'strategic planning']","['precision', 'critical thinking', 'responsibility']","['autocad', 'structural analysis', 'embedded systems']","['structural analysis', 'autocad', 'building codes']","['responsibility', 'autocad', 'critical thinking', 'structural analysis']","['building codes', 'precision']",0.73
"education: bachelor's in graphic design experience: 5 years skills: analytical skills, rendering, leadership, budget control, texturing, adaptability, lighting",interior designer,bachelor's in graphic design,creative_design,bachelor's in interior design|creative design certification,"['adaptability', 'leadership', 'budget control', 'analytical skills']","['adaptability', 'awareness']","['lighting', 'rendering', 'texturing']","['rendering', 'lighting', '3d modeling']","['adaptability', 'rendering', 'lighting']","['awareness', '3d modeling']",0.48
"education: bachelor's in public administration experience: 10 years skills: corporate law, regulatory compliance, motivation, public speaking, empathy, legal research, time management",legal consultant,bachelor's in public administration,law_and_public_services,bachelor's in law|law certification,"['motivation', 'public speaking', 'empathy', 'time management']","['empathy', 'public speaking', 'time management', 'adaptability']","['legal research', 'corporate law', 'regulatory compliance']","['legal research', 'regulatory compliance']","['empathy', 'public speaking', 'time management', 'legal research', 'regulatory compliance']",['adaptability'],0.67
