resume_id,resume_text,skills,job_role,education,category,required_skills,education_requirement
r001750,"education: bachelor's in engineering experience: 5 years skills: documentation, technical knowledge, project management, communication, react, query optimization, problem solving, market research","['documentation', 'technical knowledge', 'project management', 'communication', 'react', 'query optimization', 'problem solving', 'market research', 'business acumen', 'pandas', 'coordination']",project engineer,bachelor's in engineering,engineering & manufacturing,"['project management', 'technical knowledge', 'documentation', 'coordination', 'problem solving', 'communication']",bachelor's in engineering
r001751,"education: bachelor's in it experience: 4 years skills: jmeter, p&l management, problem solving, performance testing, react native, load testing, analysis, django","['jmeter', 'p&l management', 'problem solving', 'performance testing', 'react native', 'load testing', 'analysis', 'django', 'reporting']",performance tester,bachelor's in information technology,technology,"['performance testing', 'load testing', 'jmeter', 'analysis', 'problem solving', 'reporting']",bachelor's in information technology
r001752,"education: bachelor's in environmental science experience: 0 years skills: problem solving, communication, environmental knowledge, public safety, outdoor skills, penetration testing, ruby, query optimization","['problem solving', 'communication', 'environmental knowledge', 'public safety', 'outdoor skills', 'penetration testing', 'ruby', 'query optimization', 'conservation', 'strategic planning']",park ranger,bachelor's in environmental science,conservation,"['conservation', 'public safety', 'environmental knowledge', 'communication', 'outdoor skills', 'problem solving']",bachelor's in environmental science
r001753,"education: bachelor's in hr experience: 6 years skills: communication, excel, react native, security architecture, query optimization, compliance, compensation strategy, market analysis","['communication', 'excel', 'react native', 'security architecture', 'query optimization', 'compliance', 'compensation strategy', 'market analysis', 'benefits administration']",compensation & benefits manager,bachelor's in human resources,human resources,"['compensation strategy', 'benefits administration', 'excel', 'market analysis', 'compliance', 'communication']",bachelor's in human resources|bachelor's in finance
r001754,"education: bachelor's in marketing experience: 3 years skills: email campaign management, cloudformation, c++, analytics, segmentation, a/b testing, automation platforms, penetration testing","['email campaign management', 'cloudformation', 'c++', 'analytics', 'segmentation', 'a/b testing', 'automation platforms', 'penetration testing', 'copywriting', 'microservices', 'redis']",email marketing specialist,bachelor's in marketing,marketing & sales,"['email campaign management', 'segmentation', 'a/b testing', 'analytics', 'copywriting', 'automation platforms']",bachelor's in marketing
r001755,"education: bachelor's in electronics experience: 3 years skills: embedded systems, sensors, c/c++, system design, networking, html, pytorch, iot technology","['embedded systems', 'sensors', 'c/c++', 'system design', 'networking', 'html', 'pytorch', 'iot technology']",iot engineer,bachelor's in electronics,technology,"['iot technology', 'embedded systems', 'networking', 'c/c++', 'sensors', 'system design']",bachelor's in electronics|bachelor's in computer engineering
r001756,"education: museum studies experience: 2 years skills: problem solving, art knowledge, research, management, security protocols, ansible, curation, communication","['problem solving', 'art knowledge', 'research', 'management', 'security protocols', 'ansible', 'curation', 'communication']",museum curator,museum studies,arts & culture,"['curation', 'art knowledge', 'research', 'communication', 'problem solving', 'management']",master's in art history|museum studies
r001757,"education: high school experience: 4 years skills: r, sales, leadership, cost management, safety, numpy, risk assessment, problem solving","['r', 'sales', 'leadership', 'cost management', 'safety', 'numpy', 'risk assessment', 'problem solving', 'fleet management', 'maintenance']",fleet manager,high school,transportation & logistics,"['fleet management', 'maintenance', 'safety', 'cost management', 'leadership', 'problem solving']",high school|management experience
r001758,"education: agriculture program experience: 2 years skills: business skills, nosql, livestock care, leadership, security architecture, problem solving, mobile ui/ux, health knowledge","['business skills', 'nosql', 'livestock care', 'leadership', 'security architecture', 'problem solving', 'mobile ui/ux', 'health knowledge', 'critical thinking', 'equipment']",livestock manager,agriculture program,agriculture,"['livestock care', 'health knowledge', 'equipment', 'problem solving', 'leadership', 'business skills']",agriculture program|experience
r001759,"education: sas certification experience: 0 years skills: python, sql, data management, statistical analysis, visualization, security protocols, statistics, problem solving","['python', 'sql', 'data management', 'statistical analysis', 'visualization', 'security protocols', 'statistics', 'problem solving', 'sas']",sas programmer,sas certification,data & analytics,"['sas', 'statistical analysis', 'data management', 'visualization', 'sql', 'problem solving']",bachelor's in statistics|sas certification
r001760,"education: bachelor's in sales experience: 4 years skills: ios, crm, target setting, aws, negotiation, business acumen, database design, team leadership","['ios', 'crm', 'target setting', 'aws', 'negotiation', 'business acumen', 'database design', 'team leadership', 'communication', 'sales strategy', 'terraform']",sales manager,bachelor's in sales,marketing & sales,"['sales strategy', 'team leadership', 'crm', 'negotiation', 'target setting', 'communication']",bachelor's in business|bachelor's in sales
r001761,"education: bachelor's in nursing experience: 3 years skills: communication, critical thinking, rest api, patient monitoring, medical records, nosql, jenkins, nursing care","['communication', 'critical thinking', 'rest api', 'patient monitoring', 'medical records', 'nosql', 'jenkins', 'nursing care', 'clinical skills', 'graphql']",registered nurse,bachelor's in nursing,healthcare,"['nursing care', 'patient monitoring', 'medical records', 'communication', 'critical thinking', 'clinical skills']",bachelor's in nursing|nursing license
