resume_text,job_role,education,category,education_requirement,soft_skills_user,required_soft_skills,hard_skills_user,required_hard_skills_user
"education: bachelor's in it experience: 5 years skills: database optimization, security, mongodb, linux, tensorflow, backup recovery, sql, graphic design",database administrator,bachelor's in information technology,technology,bachelor's in information technology,"['adaptability', 'critical thinking', 'communication']","['adaptability', 'critical thinking', 'collaboration']","['sql', 'linux', 'tensorflow']","['sql', 'linux']"
"education: bachelor's in cybersecurity experience: 2 years skills: security protocols, django, networking, penetration testing, jupyter, sales, communication, risk analysis",cybersecurity specialist,bachelor's in cybersecurity,technology,bachelor's in cybersecurity,['risk analysis'],['risk analysis'],['networking'],['networking']
"education: bachelor's in computer science experience: 4 years skills: statistics, shell scripting, swift, objective-c, decision making, mobile design, redis, ios sdk",mobile developer ios,bachelor's in computer science,technology,bachelor's in computer science,"['teamwork', 'critical thinking', 'adaptability']","['teamwork', 'critical thinking', 'communication']",['rest api'],['rest api']
"education: bachelor's in engineering experience: 5 years skills: java, security architecture, time management, creativity, c++, git, python, presentation skills",software engineer,bachelor's in engineering,technology,bachelor's in computer science,"['critical thinking', 'communication', 'teamwork']","['teamwork', 'communication']","['python', 'java']","['python', 'java']"
"education: bachelor's in computer science experience: 3 years skills: mobile design, swift, scrum, rest api, ios sdk, xcode, objective-c, jira",mobile developer ios,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'teamwork', 'collaboration']","['problem solving', 'critical thinking', 'collaboration']",['rest api'],['rest api']
"education: bachelor's in computer science experience: 5 years skills: networking, encryption, linux, security architecture, risk management, postgresql, graphic design, compliance",security engineer,bachelor's in computer science,technology,bachelor's in computer science,"['collaboration', 'problem solving', 'adaptability']","['problem solving', 'teamwork', 'adaptability', 'collaboration']","['linux', 'networking']","['linux', 'networking']"
"education: master's in data science experience: 4 years skills: creativity, machine learning, statistics, tensorflow, scikit-learn, python, data analysis, sql",data scientist,master's in data science,technology,bachelor's in mathematics,['data analysis'],['data analysis'],"['sql', 'python', 'tensorflow']","['sql', 'python', 'tensorflow']"
"education: bachelor's in computer science experience: 3 years skills: xcode, documentation, objective-c, mobile design, swift, docker, ios sdk, rest api",mobile developer ios,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'problem solving']","['problem solving', 'adaptability', 'critical thinking', 'communication']","['rest api', 'docker']",['rest api']
"education: bachelor's in computer science experience: 2 years skills: teamwork, network security, python, problem solving, java, git, c++, software design",software engineer,bachelor's in computer science,technology,bachelor's in computer science,"['communication', 'collaboration']","['problem solving', 'critical thinking', 'communication']","['python', 'java']","['python', 'java']"
"education: networking certification experience: 1 years skills: configuration, routing, cisco, security, tcp/ip, jenkins, networking, ansible",network engineer,networking certification,technology,bachelor's in information technology,"['critical thinking', 'teamwork', 'problem solving']","['teamwork', 'critical thinking']",['networking'],['networking']
"education: bachelor's in computer science experience: 4 years skills: php, python, microservices, symfony, html/css, laravel, seo, api development",php developer,bachelor's in computer science,technology,bachelor's in computer science,"['teamwork', 'collaboration', 'communication']","['teamwork', 'critical thinking', 'communication']","['python', 'mysql', 'microservices', 'php']","['mysql', 'php']"
"education: bachelor's in computer science experience: 3 years skills: financial analysis, mobile design, rest api, kotlin, xml, java, machine learning, android sdk",mobile developer android,bachelor's in computer science,technology,bachelor's in computer science,['financial analysis'],"['teamwork', 'financial analysis']","['rest api', 'java']","['rest api', 'java']"
"education: bachelor's in computer science experience: 2 years skills: mobile design, xml, cassandra, kotlin, css, android sdk, rest api, java",mobile developer android,bachelor's in computer science,technology,bachelor's in computer science,"['adaptability', 'critical thinking', 'problem solving']","['problem solving', 'teamwork', 'critical thinking', 'communication']","['rest api', 'java']","['rest api', 'java']"
"education: bachelor's in computer science experience: 5 years skills: aws, ci/cd, kubernetes, docker, firewalls, wireframing, linux, scripting",devops engineer,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'problem solving', 'communication']","['problem solving', 'teamwork', 'critical thinking', 'communication']","['linux', 'docker']","['linux', 'docker']"
"education: bachelor's in computer science experience: 6 years skills: responsive design, networking, compliance, agile, c#, linux, encryption, scrum",security engineer,bachelor's in computer science,technology,bachelor's in computer science,"['adaptability', 'teamwork']","['problem solving', 'teamwork', 'adaptability', 'critical thinking']","['linux', 'networking']","['linux', 'networking']"
"education: it certification experience: 5 years skills: linux, networking, troubleshooting, confluence, security, p&l management, active directory, windows server",systems administrator,information technology certification,technology,bachelor's in information technology,"['problem solving', 'communication']","['problem solving', 'critical thinking', 'communication']","['linux', 'networking']","['linux', 'networking']"
